bodyId,type,instance,class,superclass,somaSide,sensory_group
520660,JO-CM,JO-CM_L,mechanosensory,cb_sensory,,johnstons_organ
520764,LPLC2,LPLC2_L,,visual_projection,L,looming_lplc
521115,LPLC2,LPLC2_L,,visual_projection,L,looming_lplc
521628,JO-A2,JO-A2_L,mechanosensory,cb_sensory,,johnstons_organ
522304,JO-ED2_a,JO-ED2_a_L,mechanosensory,cb_sensory,,johnstons_organ
522305,JO-B1_a,JO-B1_a_L,mechanosensory,cb_sensory,,johnstons_organ
522306,JO-B1_a,JO-B1_a_L,mechanosensory,cb_sensory,,johnstons_organ
522464,LPLC4,LPLC4_L,,visual_projection,L,looming_lplc
524089,LPLC4,LPLC4_L,,visual_projection,L,looming_lplc
524140,JO-ED1,JO-ED1_L,mechanosensory,cb_sensory,,johnstons_organ
524366,LPLC2,LPLC2_L,,visual_projection,L,looming_lplc
525844,LPLC2,LPLC2_L,,visual_projection,L,looming_lplc
526065,JO-mz,JO-mz_L,mechanosensory,cb_sensory,,johnstons_organ
526066,JO-B2,JO-B2_L,mechanosensory,cb_sensory,,johnstons_organ
526999,LPLC1,LPLC1_L,,visual_projection,L,looming_lplc
529072,JO-EV3,JO-EV3_L,mechanosensory,cb_sensory,,johnstons_organ
529073,JO-EV3,JO-EV3_L,mechanosensory,cb_sensory,,johnstons_organ
529105,JO-EV5,JO-EV5_L,mechanosensory,cb_sensory,,johnstons_organ
530461,JO-EV1,JO-EV1_R,mechanosensory,cb_sensory,,johnstons_organ
530462,JO-ED2_b,JO-ED2_b_R,mechanosensory,cb_sensory,,johnstons_organ
530572,JO-ED2_a,JO-ED2_a_L,mechanosensory,cb_sensory,,johnstons_organ
530838,JO-ED2_b,JO-ED2_b_R,mechanosensory,cb_sensory,,johnstons_organ
530841,JO-EV3,JO-EV3_R,mechanosensory,cb_sensory,,johnstons_organ
530842,JO-EV3,JO-EV3_R,mechanosensory,cb_sensory,,johnstons_organ
531014,LPLC2,LPLC2_L,,visual_projection,L,looming_lplc
531019,JO-ED1,JO-ED1_L,mechanosensory,cb_sensory,,johnstons_organ
531021,JO-EV1,JO-EV1_L,mechanosensory,cb_sensory,,johnstons_organ
