bodyId,type,instance,class,superclass,somaSide,sensory_group
531620,LPLC4,LPLC4_L,,visual_projection,L,looming_lplc
531712,JO-EV3,JO-EV3_L,mechanosensory,cb_sensory,,johnstons_organ
532627,JO-EV3,JO-EV3_L,mechanosensory,cb_sensory,,johnstons_organ
533713,JO-ED1,JO-ED1_L,mechanosensory,cb_sensory,,johnstons_organ
533895,LPLC2,LPLC2_L,,visual_projection,L,looming_lplc
533959,JO-CL,JO-CL_R,mechanosensory,cb_sensory,,johnstons_organ
533996,JO-CM,JO-CM_L,mechanosensory,cb_sensory,,johnstons_organ
534097,JO-ED2_a,JO-ED2_a_L,mechanosensory,cb_sensory,,johnstons_organ
534098,JO-EV6,JO-EV6_L,mechanosensory,cb_sensory,,johnstons_organ
534437,JO-B1_b,JO-B1_b_L,mechanosensory,cb_sensory,,johnstons_organ
534743,LPLC1,LPLC1_L,,visual_projection,L,looming_lplc
535397,LPLC4,LPLC4_L,,visual_projection,L,looming_lplc
535510,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
535512,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
535965,JO-B2,JO-B2_R,mechanosensory,cb_sensory,,johnstons_organ
536217,JO-EV2,JO-EV2_R,mechanosensory,cb_sensory,,johnstons_organ
536218,JO-EV1,JO-EV1_R,mechanosensory,cb_sensory,,johnstons_organ
536395,LPLC1,LPLC1_L,,visual_projection,L,looming_lplc
536444,LPLC2,LPLC2_L,,visual_projection,L,looming_lplc
536998,JO-B1_c,JO-B1_c_R,mechanosensory,cb_sensory,,johnstons_organ
539978,JO-DA,JO-DA_L,mechanosensory,cb_sensory,,johnstons_organ
545973,JO-EV3,JO-EV3_R,mechanosensory,cb_sensory,,johnstons_organ
545974,JO-EV3,JO-EV3_R,mechanosensory,cb_sensory,,johnstons_organ
547920,JO-B1_a,JO-B1_a_L,mechanosensory,cb_sensory,,johnstons_organ
549014,JO-B2,JO-B2_L,mechanosensory,cb_sensory,,johnstons_organ
552035,JO-A2,JO-A2_L,mechanosensory,cb_sensory,,johnstons_organ
552400,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
552568,JO-CM,JO-CM_L,mechanosensory,cb_sensory,,johnstons_organ
554017,JO-CA1,JO-CA1_L,mechanosensory,cb_sensory,,johnstons_organ
555734,LPLC1,LPLC1_L,,visual_projection,L,looming_lplc
556073,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
556393,JO-unclear,JO-unclear_L,mechanosensory,cb_sensory,,johnstons_organ
556556,LPLC4,LPLC4_L,,visual_projection,L,looming_lplc
557828,JO-EV3,JO-EV3_L,mechanosensory,cb_sensory,,johnstons_organ
559386,JO-B1_c,JO-B1_c_L,mechanosensory,cb_sensory,,johnstons_organ
559555,JO-ED2_c,JO-ED2_c_L,mechanosensory,cb_sensory,,johnstons_organ
561160,JO-EV1,JO-EV1_R,mechanosensory,cb_sensory,,johnstons_organ
562165,JO-mz,JO-mz_L,mechanosensory,cb_sensory,,johnstons_organ
562509,JO-ED2_b,JO-ED2_b_R,mechanosensory,cb_sensory,,johnstons_organ
562806,JO-EV3,JO-EV3_R,mechanosensory,cb_sensory,,johnstons_organ
562811,JO-EV3,JO-EV3_R,mechanosensory,cb_sensory,,johnstons_organ
565848,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
565953,JO-B3,JO-B3_L,mechanosensory,cb_sensory,,johnstons_organ
568032,JO-DP,JO-DP_L,mechanosensory,cb_sensory,,johnstons_organ
569803,JO-CM,JO-CM_R,mechanosensory,cb_sensory,,johnstons_organ
900949,JO-EV6,JO-EV6_L,mechanosensory,cb_sensory,,johnstons_organ
900950,JO-ED2_a,JO-ED2_a_L,mechanosensory,cb_sensory,,johnstons_organ
901811,JO-EV6,JO-EV6_R,mechanosensory,cb_sensory,,johnstons_organ
902338,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
918039,JO-EV2,JO-EV2_R,mechanosensory,cb_sensory,,johnstons_organ
918248,JO-EV1,JO-EV1_L,mechanosensory,cb_sensory,,johnstons_organ
919061,JO-A2,JO-A2_L,mechanosensory,cb_sensory,,johnstons_organ
919830,JO-ED2_a,JO-ED2_a_L,mechanosensory,cb_sensory,,johnstons_organ
920330,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
920914,JO-B4_b,JO-B4_b_L,mechanosensory,cb_sensory,,johnstons_organ
921745,JO-ED2_b,JO-ED2_b_R,mechanosensory,cb_sensory,,johnstons_organ
922113,JO-EV5,JO-EV5_R,mechanosensory,cb_sensory,,johnstons_organ
922950,JO-B1_a,JO-B1_a_L,mechanosensory,cb_sensory,,johnstons_organ
923453,JO-EV3,JO-EV3_R,mechanosensory,cb_sensory,,johnstons_organ
923831,JO-ED2_a,JO-ED2_a_R,mechanosensory,cb_sensory,,johnstons_organ
924040,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
928361,JO-B1_a,JO-B1_a_L,mechanosensory,cb_sensory,,johnstons_organ
928855,JO-A2,JO-A2_L,mechanosensory,cb_sensory,,johnstons_organ
928916,JO-B3,JO-B3_L,mechanosensory,cb_sensory,,johnstons_organ
929247,JO-ED2_b,JO-ED2_b_R,mechanosensory,cb_sensory,,johnstons_organ
929401,JO-ED2_b,JO-ED2_b_L,mechanosensory,cb_sensory,,johnstons_organ
929909,JO-EV2,JO-EV2_L,mechanosensory,cb_sensory,,johnstons_organ
930160,JO-CL,JO-CL_L,mechanosensory,cb_sensory,,johnstons_organ
930236,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
930621,JO-EV5,JO-EV5_L,mechanosensory,cb_sensory,,johnstons_organ
930758,JO-CL,JO-CL_R,mechanosensory,cb_sensory,,johnstons_organ
930760,JO-A2,JO-A2_L,mechanosensory,cb_sensory,,johnstons_organ
931570,JO-DA,JO-DA_L,mechanosensory,cb_sensory,,johnstons_organ
932780,JO-B1_a,JO-B1_a_R,mechanosensory,cb_sensory,,johnstons_organ
934247,JO-A1,JO-A1_R,mechanosensory,cb_sensory,,johnstons_organ
934617,JO-ED2_a,JO-ED2_a_R,mechanosensory,cb_sensory,,johnstons_organ
941989,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
943174,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
943463,JO-B1_b,JO-B1_b_L,mechanosensory,cb_sensory,,johnstons_organ
944699,JO-CA2,JO-CA2_L,mechanosensory,cb_sensory,,johnstons_organ
944907,JO-B2,JO-B2_L,mechanosensory,cb_sensory,,johnstons_organ
953758,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
954303,JO-CL,JO-CL_R,mechanosensory,cb_sensory,,johnstons_organ
954304,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
957696,JO-B1_a,JO-B1_a_L,mechanosensory,cb_sensory,,johnstons_organ
102456926,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
102730610,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
102829180,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
104465393,JO-EV2,JO-EV2_L,mechanosensory,cb_sensory,,johnstons_organ
106954767,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
107124542,JO-ED2_a,JO-ED2_a_R,mechanosensory,cb_sensory,,johnstons_organ
107969133,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
118359732,JO-CM,JO-CM_L,mechanosensory,cb_sensory,,johnstons_organ
125446087,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
126095791,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
130272750,JO-A2,JO-A2_R,mechanosensory,cb_sensory,,johnstons_organ
131817457,JO-EV3,JO-EV3_R,mechanosensory,cb_sensory,,johnstons_organ
137801097,JO-B3,JO-B3_L,mechanosensory,cb_sensory,,johnstons_organ
138093763,JO-B-unclear,JO-B-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
139925399,JO-EV2,JO-EV2_L,mechanosensory,cb_sensory,,johnstons_organ
142847993,JO-EV1,JO-EV1_R,mechanosensory,cb_sensory,,johnstons_organ
143099582,JO-CM,JO-CM_R,mechanosensory,cb_sensory,,johnstons_organ
145088940,JO-EV3,JO-EV3_R,mechanosensory,cb_sensory,,johnstons_organ
146290481,JO-CA1,JO-CA1_L,mechanosensory,cb_sensory,,johnstons_organ
149899714,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
155319080,JO-CA1,JO-CA1_L,mechanosensory,cb_sensory,,johnstons_organ
156608300,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
165307335,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
166331476,JO-FV,JO-FV_L,mechanosensory,cb_sensory,,johnstons_organ
171730006,JO-CM,JO-CM_R,mechanosensory,cb_sensory,,johnstons_organ
176066484,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
182055376,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
187467801,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
189216879,JO-EV6,JO-EV6_R,mechanosensory,cb_sensory,,johnstons_organ
190960183,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
191222213,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
195470070,JO-EV2,JO-EV2_L,mechanosensory,cb_sensory,,johnstons_organ
195871166,JO-B1_a,JO-B1_a_R,mechanosensory,cb_sensory,,johnstons_organ
197061019,JO-FV,JO-FV_L,mechanosensory,cb_sensory,,johnstons_organ
203988386,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
205095020,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
206174566,JO-EV1,JO-EV1_R,mechanosensory,cb_sensory,,johnstons_organ
209837831,JO-FV,JO-FV_L,mechanosensory,cb_sensory,,johnstons_organ
211937357,JO-CM,JO-CM_L,mechanosensory,cb_sensory,,johnstons_organ
219898701,JO-B1_b,JO-B1_b_R,mechanosensory,cb_sensory,,johnstons_organ
222873418,JO-EV1,JO-EV1_R,mechanosensory,cb_sensory,,johnstons_organ
225531498,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
226996233,JO-EV2,JO-EV2_R,mechanosensory,cb_sensory,,johnstons_organ
229159256,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
235503501,JO-ED2_a,JO-ED2_a_R,mechanosensory,cb_sensory,,johnstons_organ
237125523,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
238817349,JO-FV,JO-FV_L,mechanosensory,cb_sensory,,johnstons_organ
251085475,JO-ED1,JO-ED1_R,mechanosensory,cb_sensory,,johnstons_organ
253852731,JO-CA1,JO-CA1_R,mechanosensory,cb_sensory,,johnstons_organ
257580215,JO-ED2_a,JO-ED2_a_R,mechanosensory,cb_sensory,,johnstons_organ
263851661,JO-EV6,JO-EV6_L,mechanosensory,cb_sensory,,johnstons_organ
267864463,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
273974394,JO-EV2,JO-EV2_R,mechanosensory,cb_sensory,,johnstons_organ
276340622,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
285504310,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
286384065,JO-ED2_a,JO-ED2_a_L,mechanosensory,cb_sensory,,johnstons_organ
289189116,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
296920599,JO-B1_a,JO-B1_a_R,mechanosensory,cb_sensory,,johnstons_organ
297907170,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
308077970,JO-EV2,JO-EV2_R,mechanosensory,cb_sensory,,johnstons_organ
311389836,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
315136169,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
318054614,JO-CM,JO-CM_R,mechanosensory,cb_sensory,,johnstons_organ
324769133,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
325721459,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
327126875,JO-EV5,JO-EV5_R,mechanosensory,cb_sensory,,johnstons_organ
331344108,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
339608709,JO-ED2_a,JO-ED2_a_R,mechanosensory,cb_sensory,,johnstons_organ
341173407,JO-EV6,JO-EV6_L,mechanosensory,cb_sensory,,johnstons_organ
344928887,JO-B-unclear,JO-B-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
345369828,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
347648851,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
348644043,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
348970414,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
360761964,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
367193015,JO-A4,JO-A4_R,mechanosensory,cb_sensory,,johnstons_organ
369423058,JO-A4,JO-A4_R,mechanosensory,cb_sensory,,johnstons_organ
373925118,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
381438645,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
387136270,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
396012065,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
399935690,JO-EV6,JO-EV6_R,mechanosensory,cb_sensory,,johnstons_organ
401966116,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
407382048,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
419654997,JO-EV5,JO-EV5_R,mechanosensory,cb_sensory,,johnstons_organ
428888752,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
432633950,JO-EV3,JO-EV3_R,mechanosensory,cb_sensory,,johnstons_organ
433689529,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
435223099,JO-CM,JO-CM_L,mechanosensory,cb_sensory,,johnstons_organ
445096818,JO-B-unclear,JO-B-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
450901253,JO-B1_b,JO-B1_b_R,mechanosensory,cb_sensory,,johnstons_organ
467266335,JO-EV1,JO-EV1_L,mechanosensory,cb_sensory,,johnstons_organ
467856331,JO-CM,JO-CM_R,mechanosensory,cb_sensory,,johnstons_organ
469098413,JO-A4,JO-A4_L,mechanosensory,cb_sensory,,johnstons_organ
480555286,JO-EV1,JO-EV1_R,mechanosensory,cb_sensory,,johnstons_organ
480601747,JO-EV2,JO-EV2_R,mechanosensory,cb_sensory,,johnstons_organ
482981517,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
493774068,JO-EV1,JO-EV1_R,mechanosensory,cb_sensory,,johnstons_organ
495608985,JO-CM,JO-CM_R,mechanosensory,cb_sensory,,johnstons_organ
523980024,JO-EV5,JO-EV5_R,mechanosensory,cb_sensory,,johnstons_organ
528648152,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
534464626,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
545702226,JO-EV1,JO-EV1_R,mechanosensory,cb_sensory,,johnstons_organ
545758258,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
550485938,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
567887507,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
572394633,JO-ED2_a,JO-ED2_a_L,mechanosensory,cb_sensory,,johnstons_organ
573860058,JO-EV5,JO-EV5_R,mechanosensory,cb_sensory,,johnstons_organ
593749891,JO-EV3,JO-EV3_R,mechanosensory,cb_sensory,,johnstons_organ
595981074,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
608346676,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
610917351,JO-B4_b,JO-B4_b_R,mechanosensory,cb_sensory,,johnstons_organ
616359945,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
617261572,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
617505194,JO-EV5,JO-EV5_R,mechanosensory,cb_sensory,,johnstons_organ
627794952,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
631555080,JO-CM,JO-CM_R,mechanosensory,cb_sensory,,johnstons_organ
631826146,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
634015490,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
635361007,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
639242246,JO-FV,JO-FV_L,mechanosensory,cb_sensory,,johnstons_organ
648663099,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
650169251,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
665341618,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
675422459,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
684296256,JO-B-unclear,JO-B-unclear_L,mechanosensory,cb_sensory,,johnstons_organ
686335472,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
692373758,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
695941051,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
696659928,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
698835546,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
701436290,JO-EV3,JO-EV3_R,mechanosensory,cb_sensory,,johnstons_organ
702682768,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
710268570,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
713207029,JO-ED1,JO-ED1_L,mechanosensory,cb_sensory,,johnstons_organ
719581118,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
724236497,JO-B1_a,JO-B1_a_R,mechanosensory,cb_sensory,,johnstons_organ
724444081,JO-ED2_a,JO-ED2_a_R,mechanosensory,cb_sensory,,johnstons_organ
727132040,JO-B4_b,JO-B4_b_L,mechanosensory,cb_sensory,,johnstons_organ
727839014,JO-ED2_c,JO-ED2_c_R,mechanosensory,cb_sensory,,johnstons_organ
735726559,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
745668454,JO-ED2_a,JO-ED2_a_R,mechanosensory,cb_sensory,,johnstons_organ
750369552,JO-B3,JO-B3_L,mechanosensory,cb_sensory,,johnstons_organ
758504623,JO-ED2_a,JO-ED2_a_L,mechanosensory,cb_sensory,,johnstons_organ
762295104,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
767138051,JO-ED2_a,JO-ED2_a_L,mechanosensory,cb_sensory,,johnstons_organ
769661594,JO-ED2_a,JO-ED2_a_R,mechanosensory,cb_sensory,,johnstons_organ
785169039,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
785980083,JO-EV5,JO-EV5_R,mechanosensory,cb_sensory,,johnstons_organ
789003564,JO-EV5,JO-EV5_R,mechanosensory,cb_sensory,,johnstons_organ
793720445,JO-FV,JO-FV_L,mechanosensory,cb_sensory,,johnstons_organ
812830130,JO-FV,JO-FV_L,mechanosensory,cb_sensory,,johnstons_organ
818095421,JO-DA,JO-DA_L,mechanosensory,cb_sensory,,johnstons_organ
821484380,JO-EV2,JO-EV2_L,mechanosensory,cb_sensory,,johnstons_organ
821578166,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
827993838,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
835154280,JO-DA,JO-DA_L,mechanosensory,cb_sensory,,johnstons_organ
835949054,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
837235731,JO-B-unclear,JO-B-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
837585830,JO-ED2_c,JO-ED2_c_R,mechanosensory,cb_sensory,,johnstons_organ
839090650,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
842715518,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
846271510,JO-A2,JO-A2_L,mechanosensory,cb_sensory,,johnstons_organ
849226085,JO-EV1,JO-EV1_R,mechanosensory,cb_sensory,,johnstons_organ
850213452,JO-EV1,JO-EV1_R,mechanosensory,cb_sensory,,johnstons_organ
852693854,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
856796036,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
859985596,JO-EV3,JO-EV3_L,mechanosensory,cb_sensory,,johnstons_organ
863522732,JO-B1_b,JO-B1_b_R,mechanosensory,cb_sensory,,johnstons_organ
865642428,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
871118340,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
875638914,JO-EV2,JO-EV2_R,mechanosensory,cb_sensory,,johnstons_organ
881191049,JO-EV5,JO-EV5_R,mechanosensory,cb_sensory,,johnstons_organ
893816063,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
897664547,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
898227417,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
899884652,JO-mz,JO-mz_L,mechanosensory,cb_sensory,,johnstons_organ
906350022,JO-FV,JO-FV_L,mechanosensory,cb_sensory,,johnstons_organ
908412467,JO-ED1,JO-ED1_R,mechanosensory,cb_sensory,,johnstons_organ
911172847,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
912272687,JO-EV2,JO-EV2_L,mechanosensory,cb_sensory,,johnstons_organ
925945873,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
933869224,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
939224751,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
944434730,JO-FV,JO-FV_R,mechanosensory,cb_sensory,,johnstons_organ
963561242,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
974267957,JO-B4_b,JO-B4_b_R,mechanosensory,cb_sensory,,johnstons_organ
975394666,JO-EV6,JO-EV6_R,mechanosensory,cb_sensory,,johnstons_organ
975904445,JO-FV,JO-FV_L,mechanosensory,cb_sensory,,johnstons_organ
985068924,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
986835763,JO-B-unclear,JO-B-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
987117568,JO-FV,JO-FV_L,mechanosensory,cb_sensory,,johnstons_organ
992060213,JO-CA1,JO-CA1_L,mechanosensory,cb_sensory,,johnstons_organ
993248402,JO-EV2,JO-EV2_R,mechanosensory,cb_sensory,,johnstons_organ
994082949,JO-ED2_a,JO-ED2_a_R,mechanosensory,cb_sensory,,johnstons_organ
999210425,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
1001037799,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
1003164788,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
1004101664,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
1004833528,JO-EV5,JO-EV5_L,mechanosensory,cb_sensory,,johnstons_organ
1015296890,JO-ED2_c,JO-ED2_c_R,mechanosensory,cb_sensory,,johnstons_organ
1017704104,JO-EV3,JO-EV3_R,mechanosensory,cb_sensory,,johnstons_organ
1018999243,JO-A-unclear,JO-A-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
1026240572,JO-B-unclear,JO-B-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
1031549774,JO-unclear,JO-unclear_L,mechanosensory,cb_sensory,,johnstons_organ
1039063503,JO-unclear,JO-unclear_R,mechanosensory,cb_sensory,,johnstons_organ
